id,DistSim,GranSim,LevSim
48707,0.00,0.50,0.50
48708,0.00,0.20,0.33
48709,0.00,0.16,0.42
48710,0.00,0.25,0.32
48711,0.00,0.20,0.10
48712,0.00,0.20,0.25
48713,0.00,0.16,0.20
48714,0.00,0.20,0.30
48715,0.00,0.20,0.41
48716,0.00,0.16,0.16
48717,0.00,0.16,0.30
48718,0.00,0.16,0.33
48719,0.00,0.16,0.31
48720,0.00,0.20,0.20
48721,0.00,0.40,0.47
48722,0.00,0.40,0.18
48723,0.00,0.33,0.29
48724,0.00,0.40,0.23
48725,0.00,0.33,0.30
48726,0.00,0.40,0.41
48727,0.00,0.20,0.20
48728,0.00,0.20,0.38
48729,0.00,0.20,0.37
48730,0.00,0.20,0.37
48731,0.00,0.20,0.33
48732,0.00,0.20,0.38
48733,0.00,0.20,0.20
48734,0.00,0.16,0.15
48735,0.00,0.20,0.33
48736,0.00,0.20,0.26
48737,0.00,0.16,0.25
48738,0.00,0.20,0.33
48739,0.00,0.16,0.31
48740,0.00,0.25,0.33
48741,0.00,0.20,0.39
48742,0.00,0.16,0.27
48743,0.00,0.16,0.27
48744,0.00,0.25,0.45
48745,0.00,0.60,0.25
48746,0.00,0.50,0.31
48747,0.00,0.50,0.27
48748,0.00,0.16,0.45
48749,0.00,0.20,0.46
48750,0.00,0.16,0.33
48751,0.00,0.16,0.25
48752,0.00,0.16,0.30
48753,0.00,0.20,0.20
48754,0.00,0.16,0.16
48755,0.00,0.20,0.31
48756,0.00,0.20,0.23
48757,0.00,0.20,0.25
48758,0.00,0.33,0.15
48759,0.00,0.33,0.25
48760,0.00,0.40,0.08
48761,0.00,0.50,0.30
48762,0.00,0.20,0.28
48763,0.00,0.16,0.30
48764,0.00,0.25,0.41
48765,0.00,0.20,0.08
48766,0.00,0.20,0.16
48767,0.00,0.16,0.13
48768,0.00,0.20,0.21
48769,0.00,0.20,0.38
48770,0.00,0.16,0.23
48771,0.00,0.16,0.29
48772,0.00,0.16,0.28
48773,0.00,0.16,0.25
48774,0.00,0.20,0.13
48775,0.00,0.40,0.28
48776,0.00,0.40,0.23
48777,0.00,0.33,0.30
48778,0.00,0.40,0.17
48779,0.00,0.33,0.25
48780,0.00,0.40,0.25
48781,0.00,0.20,0.08
48782,0.00,0.20,0.25
48783,0.00,0.20,0.32
48784,0.00,0.20,0.32
48785,0.00,0.20,0.25
48786,0.00,0.20,0.30
48787,0.00,0.20,0.20
48788,0.00,0.16,0.15
48789,0.00,0.20,0.20
48790,0.00,0.20,0.21
48791,0.00,0.16,0.25
48792,0.00,0.20,0.20
48793,0.00,0.16,0.26
48794,0.00,0.25,0.38
48795,0.00,0.20,0.25
48796,0.00,0.16,0.30
48797,0.00,0.16,0.33
48798,0.00,0.25,0.33
48799,0.00,0.60,0.25
48800,0.00,0.50,0.50
48801,0.00,0.50,0.18
48802,0.00,0.16,0.36
48803,0.00,0.20,0.26
48804,0.00,0.16,0.21
48805,0.00,0.16,0.14
48806,0.00,0.14,0.31
48807,0.00,0.20,0.25
48808,0.00,0.16,0.07
48809,0.00,0.20,0.31
48810,0.00,0.20,0.36
48811,0.00,0.20,0.22
48812,0.00,0.33,0.18
48813,0.00,0.33,0.25
48814,0.00,0.40,0.18
48815,0.00,0.50,0.36
48816,0.00,0.20,0.29
48817,0.00,0.16,0.26
48818,0.00,0.25,0.34
48819,0.00,0.20,0.14
48820,0.00,0.20,0.22
48821,0.00,0.16,0.18
48822,0.00,0.20,0.14
48823,0.00,0.20,0.26
48824,0.00,0.16,0.21
48825,0.00,0.16,0.22
48826,0.00,0.16,0.30
48827,0.00,0.14,0.47
48828,0.00,0.20,0.18
48829,0.00,0.40,0.31
48830,0.00,0.40,0.18
48831,0.00,0.33,0.31
48832,0.00,0.40,0.18
48833,0.00,0.33,0.31
48834,0.00,0.40,0.26
48835,0.00,0.20,0.10
48836,0.00,0.20,0.22
48837,0.00,0.20,0.28
48838,0.00,0.20,0.28
48839,0.00,0.20,0.30
48840,0.00,0.20,0.31
48841,0.00,0.20,0.13
48842,0.00,0.16,0.19
48843,0.00,0.20,0.21
48844,0.00,0.20,0.11
48845,0.00,0.16,0.27
48846,0.00,0.20,0.15
48847,0.00,0.16,0.26
48848,0.00,0.25,0.31
48849,0.00,0.20,0.26
48850,0.00,0.16,0.22
48851,0.00,0.16,0.31
48852,0.00,0.25,0.31
48853,0.00,0.60,0.21
48854,0.00,0.42,0.30
48855,1.00,1.00,1.00
48856,0.00,0.16,0.35
48857,0.00,0.20,0.35
48858,0.00,0.16,0.25
48859,0.00,0.16,0.36
48860,0.00,0.16,0.36
48861,0.00,0.20,0.35
48862,0.00,0.16,0.00
48863,0.00,0.20,0.42
48864,0.00,0.20,0.35
48865,0.00,0.20,0.30
48866,0.00,0.33,0.15
48867,0.00,0.33,0.27
48868,0.00,0.40,0.11
48869,0.00,0.50,0.41
48870,0.00,0.20,0.44
48871,0.00,0.16,0.33
48872,0.00,0.25,0.33
48873,0.00,0.20,0.20
48874,0.00,0.20,0.30
48875,0.00,0.16,0.25
48876,0.00,0.20,0.26
48877,0.00,0.20,0.33
48878,0.00,0.16,0.25
48879,0.00,0.16,0.25
48880,0.00,0.16,0.31
48881,0.00,0.16,0.33
48882,0.00,0.20,0.20
48883,0.00,0.40,0.31
48884,0.00,0.40,0.30
48885,0.00,0.33,0.26
48886,0.00,0.40,0.17
48887,0.00,0.33,0.33
48888,0.00,0.40,0.29
48889,0.00,0.20,0.06
48890,0.00,0.20,0.33
48891,0.00,0.20,0.28
48892,0.00,0.20,0.28
48893,0.00,0.20,0.33
48894,0.00,0.20,0.31
48895,0.00,0.20,0.20
48896,0.00,0.16,0.13
48897,0.00,0.20,0.26
48898,0.00,0.20,0.22
48899,0.00,0.16,0.30
48900,0.00,0.20,0.40
48901,0.00,0.16,0.36
48902,0.00,0.25,0.33
48903,0.00,0.20,0.29
48904,0.00,0.16,0.23
48905,0.00,0.16,0.35
48906,0.00,0.25,0.35
48907,0.00,0.60,0.18
48908,0.00,0.50,0.30
48909,0.06,0.66,0.42
48910,0.00,0.16,0.35
48911,0.00,0.20,0.35
48912,0.00,0.16,0.25
48913,0.00,0.16,0.36
48914,0.00,0.16,0.36
48915,0.00,0.20,0.35
48916,0.00,0.16,0.00
48917,0.00,0.20,0.42
48918,0.00,0.20,0.35
48919,0.00,0.20,0.30
48920,0.00,0.33,0.15
48921,0.00,0.33,0.27
48922,0.00,0.40,0.11
48923,0.00,0.50,0.41
48924,0.00,0.20,0.44
48925,0.00,0.16,0.33
48926,0.00,0.25,0.33
48927,0.00,0.20,0.20
48928,0.00,0.20,0.30
48929,0.00,0.16,0.25
48930,0.00,0.20,0.26
48931,0.00,0.20,0.33
48932,0.00,0.16,0.25
48933,0.00,0.16,0.25
48934,0.00,0.16,0.31
48935,0.00,0.16,0.33
48936,0.00,0.20,0.20
48937,0.00,0.40,0.31
48938,0.00,0.40,0.30
48939,0.00,0.33,0.26
48940,0.00,0.40,0.17
48941,0.00,0.33,0.33
48942,0.00,0.40,0.29
48943,0.00,0.20,0.06
48944,0.00,0.20,0.33
48945,0.00,0.20,0.28
48946,0.00,0.20,0.28
48947,0.00,0.20,0.33
48948,0.00,0.20,0.31
48949,0.00,0.20,0.20
48950,0.00,0.16,0.13
48951,0.00,0.20,0.26
48952,0.00,0.20,0.22
48953,0.00,0.16,0.30
48954,0.00,0.20,0.40
48955,0.00,0.16,0.36
48956,0.00,0.25,0.33
48957,0.00,0.20,0.29
48958,0.00,0.16,0.23
48959,0.00,0.16,0.35
48960,0.00,0.25,0.35
48961,0.00,0.60,0.18
48962,0.00,0.50,0.30
48963,0.06,0.66,0.42
48964,0.00,0.16,0.08
48965,0.00,0.20,0.28
48966,0.00,0.16,0.00
48967,0.00,0.16,0.16
48968,0.00,0.14,0.00
48969,0.00,0.20,0.11
48970,0.00,0.16,0.00
48971,0.00,0.20,0.07
48972,0.00,0.20,0.00
48973,0.00,0.20,0.00
48974,0.00,0.33,0.15
48975,0.00,0.33,0.09
48976,0.00,0.40,0.00
48977,0.00,0.50,0.22
48978,0.00,0.20,0.06
48979,0.00,0.16,0.11
48980,0.00,0.25,0.25
48981,0.00,0.20,0.10
48982,0.00,0.20,0.10
48983,0.00,0.16,0.13
48984,0.00,0.20,0.04
48985,0.00,0.20,0.22
48986,0.00,0.16,0.00
48987,0.00,0.16,0.11
48988,0.00,0.16,0.06
48989,0.00,0.14,0.12
48990,0.00,0.20,0.06
48991,0.00,0.40,0.03
48992,0.00,0.40,0.10
48993,0.00,0.33,0.05
48994,0.00,0.40,0.05
48995,0.00,0.33,0.06
48996,0.00,0.40,0.33
48997,0.00,0.20,0.00
48998,0.00,0.20,0.12
48999,0.00,0.20,0.07
49000,0.00,0.20,0.07
49001,0.00,0.20,0.05
49002,0.00,0.20,0.10
49003,0.00,0.20,0.03
49004,0.00,0.16,0.03
49005,0.00,0.20,0.25
49006,0.00,0.20,0.05
49007,0.00,0.16,0.05
49008,0.00,0.20,0.00
49009,0.00,0.16,0.06
49010,0.00,0.25,0.05
49011,0.00,0.20,0.11
49012,0.00,0.16,0.18
49013,0.00,0.16,0.09
49014,0.00,0.25,0.15
49015,0.00,0.60,0.11
49016,0.00,0.57,0.07
49017,0.00,0.42,0.07
49018,0.00,0.16,0.31
49019,0.00,0.20,0.33
49020,0.00,0.16,0.30
49021,0.00,0.16,0.26
49022,0.00,0.14,0.26
49023,0.00,0.20,0.26
49024,0.00,0.16,0.10
49025,0.00,0.20,0.26
49026,0.00,0.20,0.31
49027,0.00,0.20,0.33
49028,0.00,0.33,0.15
49029,0.00,0.33,0.23
49030,0.00,0.40,0.15
49031,0.00,0.50,0.33
49032,0.00,0.20,0.33
49033,0.00,0.16,0.26
49034,0.00,0.25,0.32
49035,0.00,0.20,0.15
49036,0.00,0.20,0.15
49037,0.00,0.16,0.26
49038,0.00,0.20,0.17
49039,0.00,0.20,0.40
49040,0.00,0.16,0.15
49041,0.00,0.16,0.21
49042,0.00,0.16,0.23
49043,0.00,0.14,0.26
49044,0.00,0.20,0.21
49045,0.00,0.40,0.26
49046,0.00,0.40,0.15
49047,0.00,0.33,0.33
49048,0.00,0.40,0.10
49049,0.00,0.33,0.25
49050,0.00,0.40,0.30
49051,0.00,0.20,0.20
49052,0.00,0.20,0.20
49053,0.00,0.20,0.25
49054,0.00,0.20,0.25
49055,0.00,0.20,0.26
49056,0.00,0.20,0.33
49057,0.00,0.20,0.24
49058,0.00,0.16,0.19
49059,0.00,0.20,0.26
49060,0.00,0.20,0.10
49061,0.00,0.16,0.20
49062,0.00,0.20,0.21
49063,0.00,0.16,0.26
49064,0.00,0.25,0.22
49065,0.00,0.20,0.26
49066,0.00,0.16,0.40
49067,0.00,0.16,0.22
49068,0.00,0.25,0.38
49069,0.00,0.60,0.15
49070,0.00,0.42,0.26
49071,0.00,0.42,0.26
49072,0.00,0.16,0.25
49073,0.00,0.20,0.25
49074,0.00,0.16,0.00
49075,0.00,0.16,0.00
49076,0.00,0.14,0.25
49077,0.00,0.20,0.33
49078,0.00,0.16,0.00
49079,0.00,0.20,0.14
49080,0.00,0.20,0.07
49081,0.00,0.20,0.08
49082,0.00,0.33,0.23
49083,0.00,0.33,0.14
49084,0.00,0.40,0.11
49085,0.00,0.50,0.22
49086,0.00,0.20,0.12
49087,0.00,0.16,0.00
49088,0.00,0.25,0.17
49089,0.00,0.20,0.00
49090,0.00,0.20,0.00
49091,0.00,0.16,0.13
49092,0.00,0.20,0.08
49093,0.00,0.20,0.22
49094,0.00,0.16,0.12
49095,0.00,0.16,0.17
49096,0.00,0.16,0.12
49097,0.00,0.14,0.00
49098,0.00,0.20,0.13
49099,0.00,0.40,0.18
49100,0.00,0.40,0.00
49101,0.00,0.33,0.11
49102,0.00,0.40,0.11
49103,0.00,0.33,0.12
49104,0.00,0.40,0.00
49105,0.00,0.20,0.00
49106,0.00,0.20,0.12
49107,0.00,0.20,0.14
49108,0.00,0.20,0.14
49109,0.00,0.20,0.12
49110,0.00,0.20,0.10
49111,0.00,0.20,0.13
49112,0.00,0.16,0.07
49113,0.00,0.20,0.12
49114,0.00,0.20,0.10
49115,0.00,0.16,0.10
49116,0.00,0.20,0.25
49117,0.00,0.16,0.20
49118,0.00,0.25,0.17
49119,0.00,0.20,0.11
49120,0.00,0.16,0.09
49121,0.00,0.16,0.09
49122,0.00,0.25,0.15
49123,0.00,0.60,0.00
49124,0.00,0.42,0.13
49125,0.00,0.42,0.11
49126,0.00,0.25,0.18
49127,0.00,0.25,0.18
49128,0.00,0.25,0.12
49129,0.00,0.25,0.12
49130,0.00,0.25,0.33
49131,0.00,0.25,0.15
49132,0.00,0.25,0.50
49133,0.00,0.25,0.33
49134,0.00,0.25,0.33
49135,0.00,0.25,0.50
49136,0.00,0.25,0.09
49137,0.00,0.25,0.15
49138,0.00,0.25,0.18
49139,0.00,0.25,0.16
49140,0.00,0.25,0.14
49141,0.00,0.25,0.27
49142,0.00,0.25,0.09
49143,0.00,0.25,0.14
49144,0.00,0.25,0.18
49145,0.00,0.25,0.50
49146,0.00,0.25,0.09
49147,0.00,0.25,0.22
49148,0.00,0.25,0.00
49149,0.00,0.25,0.00
49150,0.00,0.25,0.25
49151,0.00,0.25,0.18
49152,0.00,0.25,0.25
49153,0.00,0.25,0.06
49154,0.00,0.25,0.25
49155,0.00,0.25,0.18
49156,0.00,0.25,0.25
49157,0.00,0.25,0.12
49158,0.00,0.25,0.50
49159,0.00,0.25,0.20
49160,0.00,0.25,0.20
49161,0.00,0.25,0.28
49162,0.00,0.25,0.16
49163,0.00,0.25,0.28
49164,0.00,0.25,0.33
49165,0.00,0.25,0.26
49166,0.00,0.25,0.20
49167,0.00,0.25,0.16
49168,0.00,0.25,0.22
49169,0.00,0.25,0.15
49170,0.00,0.25,0.16
49171,0.00,0.25,0.21
49172,0.00,0.25,0.12
49173,0.00,0.25,0.13
49174,0.00,0.25,0.21
49175,0.00,0.25,0.11
49176,0.00,0.25,0.22
49177,0.00,0.25,0.00
49178,0.00,0.25,0.09
49179,0.00,0.25,0.09
49180,0.00,0.25,0.09
49181,0.00,0.25,0.25
49182,0.00,0.25,0.40
49183,0.00,0.25,0.33
49184,0.00,0.25,0.22
49185,0.00,0.33,0.20
49186,0.00,0.25,0.33
49187,0.00,0.25,0.25
49188,0.00,0.25,0.16
49189,0.00,0.25,0.16
49190,0.00,0.25,0.33
49191,0.00,0.25,0.36
49192,0.00,0.25,0.36
49193,0.00,0.25,0.33
49194,0.00,0.25,0.25
49195,0.00,0.25,0.33
49196,0.00,0.25,0.18
49197,0.00,0.25,0.28
49198,0.00,0.25,0.16
49199,0.00,0.25,0.33
49200,0.00,0.25,0.20
49201,0.00,0.25,0.36
49202,0.00,0.25,0.33
49203,0.00,0.25,0.33
49204,0.00,0.25,0.25
49205,0.00,0.25,0.25
49206,0.00,0.25,0.33
49207,0.00,0.25,0.20
49208,0.00,0.25,0.20
49209,0.00,0.25,0.18
49210,0.00,0.25,0.15
49211,0.00,0.25,0.15
49212,0.00,0.33,0.33
49213,0.00,0.25,0.25
49214,0.00,0.25,0.25
49215,0.00,0.25,0.25
49216,0.00,0.25,0.25
49217,0.00,0.25,0.25
49218,0.00,0.25,0.13
49219,0.00,0.66,0.33
49220,0.00,0.66,0.33
49221,0.00,0.50,0.18
49222,0.00,0.50,0.27
49223,0.00,0.50,0.20
49224,0.00,0.50,0.33
49225,0.00,0.50,0.33
49226,0.00,0.50,0.25
49227,0.00,0.50,0.18
49228,0.00,0.50,0.18
49229,0.00,0.50,0.28
49230,0.00,0.50,0.25
49231,0.00,0.50,0.27
49232,0.00,0.50,0.30
49233,0.00,0.50,0.18
49234,0.00,0.50,0.18
49235,0.00,0.50,0.18
49236,0.00,0.50,0.18
49237,0.00,0.50,0.33
49238,0.00,0.50,0.27
49239,0.00,0.50,0.27
49240,0.00,0.50,0.20
49241,0.00,0.50,0.18
49242,0.00,0.50,0.33
49243,0.00,0.50,0.20
49244,0.00,0.50,0.25
49245,0.00,0.50,0.22
49246,0.00,0.50,0.18
49247,0.00,0.50,0.33
49248,0.00,0.50,0.15
49249,0.00,0.50,0.33
49250,0.00,0.50,0.18
49251,0.00,0.50,0.18
49252,0.00,0.50,0.33
49253,0.00,0.50,0.21
49254,0.00,0.50,0.18
49255,0.00,0.33,0.18
49256,0.00,0.33,0.14
49257,0.00,0.25,0.20
49258,0.00,0.25,0.28
49259,0.00,0.25,0.14
49260,0.00,0.25,0.14
49261,0.00,0.25,0.33
49262,0.00,0.25,0.07
49263,0.00,0.25,0.10
49264,0.00,0.25,0.00
49265,0.00,0.25,0.12
49266,0.00,0.25,0.13
49267,0.00,0.25,0.33
49268,0.00,0.25,0.20
49269,0.00,0.25,0.18
49270,0.00,0.25,0.18
49271,0.00,0.25,0.14
49272,0.00,0.25,0.25
49273,0.00,0.25,0.18
49274,0.00,0.25,0.18
49275,0.00,0.25,0.17
49276,0.00,0.25,0.27
49277,0.00,0.25,0.33
49278,0.00,0.25,0.13
49279,0.00,0.25,0.18
49280,0.00,0.25,0.18
49281,0.00,0.25,0.25
49282,0.00,0.25,0.28
49283,0.00,0.25,0.33
49284,0.00,0.25,0.20
49285,0.00,0.25,0.18
49286,0.00,0.25,0.18
49287,0.00,0.25,0.25
49288,0.00,0.25,0.15
49289,0.00,0.25,0.13
49290,0.00,0.25,0.20
49291,0.00,0.25,0.14
49292,0.00,0.25,0.18
49293,0.00,0.25,0.25
49294,0.00,0.25,0.25
49295,0.00,0.25,0.27
49296,0.00,0.25,0.33
49297,0.00,0.25,0.28
49298,0.00,0.25,0.21
49299,0.00,0.25,0.16
49300,0.00,0.25,0.25
49301,0.00,0.25,0.27
49302,0.00,0.25,0.00
49303,0.00,0.25,0.09
49304,0.00,0.25,0.18
49305,0.00,0.25,0.14
49306,0.00,0.25,0.18
49307,0.00,0.25,0.22
49308,0.00,0.25,0.14
49309,0.00,0.25,0.18
49310,0.00,0.25,0.35
49311,0.00,0.25,0.33
49312,0.00,0.25,0.15
49313,0.00,0.25,0.18
49314,0.00,0.25,0.11
49315,0.00,0.25,0.25
49316,0.00,0.25,0.25
49317,0.00,0.25,0.21
49318,0.00,0.25,0.18
49319,0.00,0.25,0.21
49320,0.00,0.25,0.20
49321,0.00,0.25,0.15
49322,0.00,0.25,0.18
49323,0.00,0.25,0.25
49324,0.00,0.25,0.22
49325,0.00,0.25,0.27
49326,0.00,0.25,0.09
49327,0.00,0.25,0.09
49328,0.00,0.25,0.11
49329,0.00,0.25,0.18
49330,0.00,0.25,0.15
49331,0.00,0.25,0.20
49332,0.00,0.25,0.12
49333,0.00,0.25,0.08
49334,0.00,0.25,0.15
49335,0.00,0.25,0.18
49336,0.00,0.25,0.09
49337,0.00,0.25,0.13
49338,0.00,0.25,0.33
49339,0.00,0.25,0.16
49340,0.00,0.25,0.18
49341,0.00,0.25,0.09
49342,0.00,0.25,0.09
49343,0.00,0.25,0.15
49344,0.00,0.25,0.33
49345,0.00,0.25,0.33
49346,0.00,0.25,0.16
49347,0.00,0.25,0.18
49348,0.00,0.25,0.17
49349,0.00,0.25,0.28
49350,0.00,0.25,0.28
49351,0.00,0.25,0.18
49352,0.00,0.25,0.18
49353,0.00,0.25,0.16
49354,0.00,0.25,0.09
49355,0.00,0.25,0.14
49356,0.00,0.25,0.18
49357,0.00,0.25,0.09
49358,0.00,0.25,0.18
49359,0.00,0.25,0.09
49360,0.00,0.25,0.09
49361,0.00,0.25,0.28
49362,0.00,0.25,0.09
49363,0.00,0.25,0.06
49364,0.00,0.25,0.33
49365,0.00,0.25,0.06
49366,0.00,0.25,0.18
49367,0.00,0.25,0.33
49368,0.00,0.25,0.16
49369,0.00,0.25,0.00
49370,0.00,0.25,0.18
49371,0.00,0.25,0.40
49372,0.00,0.25,0.40
49373,0.00,0.25,0.25
49374,0.00,0.25,0.25
49375,0.00,0.25,0.16
49376,0.00,0.25,0.25
49377,0.00,0.25,0.20
49378,0.00,0.25,0.16
49379,0.00,0.25,0.25
49380,0.00,0.25,0.20
49381,0.00,0.25,0.11
49382,0.00,0.25,0.22
49383,0.00,0.25,0.66
49384,0.00,0.25,0.66
49385,0.00,0.25,0.66
49386,0.00,0.25,0.40
49387,0.00,0.25,0.28
49388,0.00,0.25,0.09
49389,0.00,0.25,0.20
49390,0.00,0.25,0.16
49391,0.00,0.25,0.09
49392,0.00,0.25,0.00
49393,0.00,0.25,0.20
49394,0.00,0.25,0.10
49395,0.00,0.25,0.18
49396,0.00,0.25,0.28
49397,0.00,0.25,0.28
49398,0.00,0.25,0.11
49399,0.00,0.25,0.18
49400,0.00,0.50,0.36
49401,0.00,0.25,0.27
49402,0.00,0.25,0.10
49403,0.00,0.25,0.40
49404,0.00,0.25,0.25
49405,0.00,0.25,0.28
49406,0.00,0.25,0.28
49407,0.00,0.25,0.18
49408,0.00,0.33,0.20
49409,0.00,0.33,0.20
49410,0.00,0.25,0.28
49411,0.00,0.50,0.18
49412,0.00,0.25,0.18
49413,0.00,0.33,0.33
49414,0.00,0.33,0.33
49415,0.00,0.25,0.33
49416,0.00,0.25,0.33
49417,0.00,0.25,0.20
49418,0.00,0.25,0.18
49419,0.00,0.25,0.08
49420,0.00,0.25,0.18
49421,0.00,0.25,0.27
49422,0.00,0.25,0.27
49423,0.00,0.25,0.27
49424,0.00,0.25,0.25
49425,0.00,0.25,0.20
49426,0.00,0.25,0.27
49427,0.00,0.25,0.27
49428,0.00,0.25,0.18
49429,0.00,0.25,0.20
49430,0.00,0.25,0.33
49431,0.00,0.25,0.27
49432,0.00,0.25,0.25
49433,0.00,0.25,0.18
49434,0.00,0.25,0.25
49435,0.00,0.25,0.18
49436,0.00,0.25,0.15
49437,0.00,0.25,0.14
49438,0.00,0.25,0.27
49439,0.00,0.25,0.14
49440,0.00,0.25,0.29
49441,0.00,0.25,0.25
49442,0.00,0.25,0.18
49443,0.00,0.25,0.18
49444,0.00,0.25,0.27
49445,0.00,0.25,0.25
49446,0.00,0.25,0.25
49447,0.00,0.25,0.09
49448,0.00,0.25,0.27
49449,0.00,0.25,0.25
49450,0.00,0.25,0.18
49451,0.00,0.25,0.25
49452,0.00,0.25,0.30
49453,0.00,0.33,0.28
49454,0.00,0.25,0.18
49455,0.00,0.25,0.15
49456,0.00,0.25,0.29
49457,0.00,0.25,0.20
49458,0.00,0.25,0.28
49459,0.00,0.25,0.27
49460,0.00,0.25,0.20
49461,0.00,0.25,0.09
49462,0.00,0.25,0.33
49463,0.00,0.25,0.16
49464,0.00,0.25,0.15
49465,0.00,0.25,0.20
49466,0.00,0.25,0.20
49467,0.00,0.25,0.20
49468,0.00,0.25,0.15
49469,0.00,0.25,0.25
49470,0.00,0.33,0.28
49471,0.00,0.25,0.25
49472,0.00,0.25,0.08
49473,0.00,0.25,0.18
49474,0.00,0.25,0.09
49475,0.00,0.25,0.16
49476,0.00,0.25,0.18
49477,0.00,0.25,0.12
49478,0.00,0.25,0.27
49479,0.00,0.25,0.22
49480,0.00,0.25,0.16
49481,0.00,0.25,0.15
49482,0.00,0.25,0.26
49483,0.00,0.25,0.33
49484,0.00,0.25,0.16
49485,0.00,0.25,0.18
49486,0.00,0.25,0.26
49487,0.00,0.25,0.18
49488,0.00,0.25,0.16
49489,0.00,0.25,0.25
49490,0.00,0.25,0.10
49491,0.00,0.25,0.33
49492,0.00,0.25,0.25
49493,0.00,0.25,0.18
49494,0.00,0.25,0.17
49495,0.00,0.25,0.27
49496,0.00,0.25,0.15
49497,0.00,0.25,0.27
49498,0.00,0.25,0.18
49499,0.00,0.25,0.10
49500,0.00,0.25,0.18
49501,0.00,0.25,0.18
49502,0.00,0.25,0.09
49503,0.00,0.25,0.15
49504,0.00,0.25,0.27
49505,0.00,0.25,0.17
49506,0.00,0.25,0.09
49507,0.00,0.25,0.30
49508,0.00,0.25,0.25
49509,0.00,0.25,0.18
49510,0.00,0.25,0.12
49511,0.00,0.25,0.20
49512,0.00,0.25,0.27
49513,0.00,0.25,0.25
49514,0.00,0.25,0.20
49515,0.00,0.25,0.15
49516,0.00,0.25,0.25
49517,0.00,0.25,0.33
49518,0.00,0.25,0.20
49519,0.00,0.25,0.16
49520,0.00,0.25,0.25
49521,0.00,0.25,0.27
49522,0.00,0.25,0.09
49523,0.00,0.25,0.20
49524,0.00,0.25,0.27
49525,0.00,0.25,0.27
49526,0.00,0.25,0.20
49527,0.00,0.25,0.28
49528,0.00,0.25,0.07
49529,0.00,0.25,0.12
49530,0.00,0.25,0.15
49531,0.00,0.25,0.33
49532,0.00,0.25,0.19
49533,0.00,0.25,0.17
49534,0.00,0.25,0.11
49535,0.00,0.25,0.21
49536,0.00,0.25,0.18
49537,0.00,0.25,0.15
49538,0.00,0.25,0.33
49539,0.00,0.25,0.20
49540,0.00,0.25,0.20
49541,0.00,0.25,0.23
49542,0.00,0.25,0.15
49543,0.00,0.25,0.20
49544,0.00,0.25,0.30
49545,0.00,0.25,0.20
49546,0.00,0.25,0.12
49547,0.00,0.25,0.09
49548,0.00,0.25,0.23
49549,0.00,0.25,0.09
49550,0.00,0.25,0.18
49551,0.00,0.25,0.20
49552,0.00,0.25,0.11
49553,0.00,0.25,0.21
49554,0.00,0.25,0.14
49555,0.00,0.25,0.27
49556,0.00,0.25,0.18
49557,0.00,0.25,0.27
49558,0.00,0.25,0.33
49559,0.00,0.25,0.20
49560,0.00,0.25,0.30
49561,0.00,0.25,0.14
49562,0.00,0.25,0.23
49563,0.00,0.25,0.33
49564,0.00,0.25,0.21
49565,0.00,0.25,0.18
49566,0.00,0.25,0.11
49567,0.00,0.25,0.13
49568,0.00,0.25,0.23
49569,0.00,0.25,0.25
49570,0.00,0.25,0.16
49571,0.00,0.25,0.22
49572,0.00,0.25,0.15
49573,0.00,0.25,0.33
49574,0.00,0.33,0.27
49575,0.00,0.25,0.25
49576,0.00,0.25,0.07
49577,0.00,0.25,0.25
49578,0.00,0.25,0.13
49579,0.00,0.25,0.25
49580,0.00,0.25,0.14
49581,0.00,0.25,0.08
49582,0.00,0.25,0.33
49583,0.00,0.50,0.25
49584,0.00,0.25,0.16
49585,0.00,0.33,0.28
49586,0.00,0.25,0.25
49587,0.00,0.25,0.20
49588,0.00,0.25,0.13
49589,0.00,0.25,0.22
49590,0.00,0.25,0.09
49591,0.00,0.25,0.18
49592,0.00,0.25,0.14
49593,0.00,0.25,0.07
49594,0.00,0.25,0.18
49595,0.00,0.25,0.18
49596,0.00,0.25,0.14
49597,0.00,0.25,0.14
49598,0.00,0.25,0.06
49599,0.00,0.25,0.18
49600,0.00,0.25,0.20
49601,0.00,0.25,0.00
49602,0.00,0.25,0.20
49603,0.00,0.25,0.25
49604,0.00,0.25,0.18
49605,0.00,0.25,0.18
49606,0.00,0.25,0.21
49607,0.00,0.25,0.15
49608,0.00,0.25,0.33
49609,0.00,0.25,0.18
49610,0.00,0.25,0.33
49611,0.00,0.25,0.33
49612,0.00,0.25,0.16
49613,0.00,0.25,0.25
49614,0.00,0.25,0.14
49615,0.00,0.25,0.07
49616,0.00,0.25,0.15
49617,0.00,0.25,0.15
49618,0.00,0.25,0.20
49619,0.00,0.25,0.18
49620,0.00,0.25,0.09
49621,0.00,0.25,0.27
49622,0.00,0.25,0.28
49623,0.00,0.25,0.08
49624,0.00,0.25,0.18
49625,0.00,0.25,0.11
49626,0.00,0.25,0.27
49627,0.00,0.25,0.00
49628,0.00,0.25,0.25
49629,0.00,0.25,0.15
49630,0.00,0.25,0.18
49631,0.00,0.25,0.09
49632,0.00,0.25,0.16
49633,0.00,0.25,0.25
49634,0.00,0.25,0.25
49635,0.00,0.25,0.18
49636,0.00,0.25,0.25
49637,0.00,0.25,0.09
49638,0.00,0.25,0.16
