id,DistSim,GranSim,LevSim
41118,0.00,0.20,0.14
41119,0.00,0.20,0.16
41120,0.00,0.20,0.00
41121,0.00,0.20,0.22
41122,0.00,0.20,0.12
41123,0.00,0.20,0.07
41124,0.00,0.20,0.07
41125,0.00,0.20,0.08
41126,0.00,0.33,0.07
41127,0.00,0.20,0.09
41128,0.00,0.20,0.33
41129,0.00,0.25,0.11
41130,0.00,0.20,0.09
41131,0.00,0.20,0.00
41132,0.00,0.25,0.03
41133,0.00,0.20,0.20
41134,0.00,0.20,0.20
41135,0.00,0.20,0.13
41136,0.00,0.20,0.13
41137,0.00,0.20,0.11
41138,0.00,0.20,0.00
41139,0.00,0.20,0.17
41140,0.00,0.20,0.06
41141,0.00,0.20,0.00
41142,0.00,0.40,0.13
41143,0.00,0.20,0.11
41144,0.00,0.20,0.10
41145,0.00,0.20,0.05
41146,0.00,0.20,0.05
41147,0.00,0.20,0.06
41148,0.00,0.20,0.00
41149,0.00,0.20,0.20
41150,0.00,0.20,0.12
41151,0.00,0.20,0.10
41152,0.00,0.20,0.10
41153,0.00,0.20,0.05
41154,0.00,0.20,0.10
41155,0.00,0.20,0.10
41156,0.00,0.20,0.05
41157,0.00,0.20,0.12
41158,0.00,0.20,0.10
41159,0.00,0.60,0.07
41160,0.00,0.80,1.00
41161,0.00,0.60,0.06
41162,0.00,0.75,0.05
41163,0.00,0.20,0.08
41164,0.00,0.20,0.00
41165,0.00,0.20,0.14
41166,0.00,0.20,0.00
41167,0.00,0.20,0.00
41168,0.00,0.20,0.00
41169,0.00,0.20,0.00
41170,0.00,0.20,0.07
41171,0.00,0.20,0.07
41172,0.00,0.20,0.16
41173,0.00,0.33,0.07
41174,0.00,0.20,0.04
41175,0.00,0.20,0.00
41176,0.00,0.25,0.11
41177,0.00,0.20,0.06
41178,0.00,0.20,0.22
41179,0.00,0.25,0.07
41180,0.00,0.20,0.10
41181,0.00,0.20,0.10
41182,0.00,0.20,0.06
41183,0.00,0.20,0.08
41184,0.00,0.20,0.11
41185,0.00,0.20,0.33
41186,0.00,0.20,0.05
41187,0.00,0.20,0.09
41188,0.00,0.20,0.00
41189,0.00,0.40,0.13
41190,0.00,0.20,0.07
41191,0.00,0.20,0.20
41192,0.00,0.20,0.05
41193,0.00,0.20,0.17
41194,0.00,0.20,0.06
41195,0.00,0.20,0.00
41196,0.00,0.20,0.00
41197,0.00,0.20,0.00
41198,0.00,0.20,0.07
41199,0.00,0.20,0.07
41200,0.00,0.20,0.07
41201,0.00,0.20,0.05
41202,0.00,0.20,0.13
41203,0.00,0.20,0.05
41204,0.00,0.20,0.12
41205,0.00,0.20,0.10
41206,0.00,0.60,0.07
41207,0.00,0.60,0.00
41208,0.00,0.60,0.06
41209,0.00,0.75,0.37
41210,0.00,0.20,0.08
41211,0.00,0.20,0.00
41212,0.00,0.20,0.14
41213,0.00,0.20,0.00
41214,0.00,0.20,0.00
41215,0.00,0.20,0.00
41216,0.00,0.20,0.00
41217,0.00,0.20,0.07
41218,0.00,0.20,0.07
41219,0.00,0.20,0.16
41220,0.00,0.33,0.07
41221,0.00,0.20,0.04
41222,0.00,0.20,0.00
41223,0.00,0.25,0.11
41224,0.00,0.20,0.06
41225,0.00,0.20,0.22
41226,0.00,0.25,0.07
41227,0.00,0.20,0.10
41228,0.00,0.20,0.10
41229,0.00,0.20,0.06
41230,0.00,0.20,0.08
41231,0.00,0.20,0.11
41232,0.00,0.20,0.33
41233,0.00,0.20,0.05
41234,0.00,0.20,0.09
41235,0.00,0.20,0.00
41236,0.00,0.40,0.13
41237,0.00,0.20,0.07
41238,0.00,0.20,0.20
41239,0.00,0.20,0.05
41240,0.00,0.20,0.17
41241,0.00,0.20,0.06
41242,0.00,0.20,0.00
41243,0.00,0.20,0.00
41244,0.00,0.20,0.00
41245,0.00,0.20,0.07
41246,0.00,0.20,0.07
41247,0.00,0.20,0.07
41248,0.00,0.20,0.05
41249,0.00,0.20,0.13
41250,0.00,0.20,0.05
41251,0.00,0.20,0.12
41252,0.00,0.20,0.10
41253,0.00,0.60,0.07
41254,0.00,0.60,0.00
41255,0.00,0.60,0.06
41256,0.00,0.75,0.37
41257,0.00,0.20,0.16
41258,0.00,0.20,0.00
41259,0.00,0.20,0.12
41260,0.00,0.20,0.25
41261,0.00,0.20,0.12
41262,0.00,0.20,0.13
41263,0.00,0.20,0.00
41264,0.00,0.20,0.14
41265,0.00,0.20,0.21
41266,0.00,0.20,0.25
41267,0.00,0.33,0.07
41268,0.00,0.20,0.09
41269,0.00,0.20,0.22
41270,0.00,0.25,0.00
41271,0.00,0.20,0.12
41272,0.00,0.20,0.22
41273,0.00,0.25,0.14
41274,0.00,0.20,0.10
41275,0.00,0.20,0.20
41276,0.00,0.20,0.06
41277,0.00,0.20,0.17
41278,0.00,0.20,0.00
41279,0.00,0.20,0.12
41280,0.00,0.20,0.11
41281,0.00,0.20,0.15
41282,0.00,0.20,0.12
41283,0.00,0.40,0.13
41284,0.00,0.20,0.18
41285,0.00,0.20,0.20
41286,0.00,0.20,0.11
41287,0.00,0.20,0.05
41288,0.00,0.20,0.12
41289,0.00,0.20,0.00
41290,0.00,0.20,0.00
41291,0.00,0.20,0.00
41292,0.00,0.20,0.14
41293,0.00,0.20,0.14
41294,0.00,0.20,0.10
41295,0.00,0.20,0.10
41296,0.00,0.20,0.17
41297,0.00,0.20,0.11
41298,0.00,0.20,0.00
41299,0.00,0.20,0.15
41300,0.00,0.60,0.12
41301,0.00,0.60,0.12
41302,0.00,0.60,0.13
41303,0.00,0.75,0.12
41304,0.00,0.20,0.16
41305,0.00,0.20,0.00
41306,0.00,0.20,0.12
41307,0.00,0.20,0.25
41308,0.00,0.20,0.12
41309,0.00,0.20,0.13
41310,0.00,0.20,0.00
41311,0.00,0.20,0.14
41312,0.00,0.20,0.21
41313,0.00,0.20,0.25
41314,0.00,0.33,0.07
41315,0.00,0.20,0.09
41316,0.00,0.20,0.22
41317,0.00,0.25,0.00
41318,0.00,0.20,0.12
41319,0.00,0.20,0.22
41320,0.00,0.25,0.14
41321,0.00,0.20,0.10
41322,0.00,0.20,0.20
41323,0.00,0.20,0.06
41324,0.00,0.20,0.17
41325,0.00,0.20,0.00
41326,0.00,0.20,0.12
41327,0.00,0.20,0.11
41328,0.00,0.20,0.15
41329,0.00,0.20,0.12
41330,0.00,0.40,0.13
41331,0.00,0.20,0.18
41332,0.00,0.20,0.20
41333,0.00,0.20,0.11
41334,0.00,0.20,0.05
41335,0.00,0.20,0.12
41336,0.00,0.20,0.00
41337,0.00,0.20,0.00
41338,0.00,0.20,0.00
41339,0.00,0.20,0.14
41340,0.00,0.20,0.14
41341,0.00,0.20,0.10
41342,0.00,0.20,0.10
41343,0.00,0.20,0.17
41344,0.00,0.20,0.11
41345,0.00,0.20,0.00
41346,0.00,0.20,0.15
41347,0.00,0.60,0.12
41348,0.00,0.60,0.12
41349,0.00,0.60,0.13
41350,0.00,0.75,0.12
41351,0.00,0.20,0.40
41352,0.00,0.20,0.28
41353,0.00,0.20,0.28
41354,0.00,0.20,0.18
41355,0.00,0.20,0.28
41356,0.00,0.20,0.33
41357,0.00,0.20,0.12
41358,0.00,0.20,0.25
41359,0.00,0.20,0.22
41360,0.00,0.20,0.16
41361,0.00,0.33,0.23
41362,0.00,0.20,0.09
41363,0.00,0.20,0.33
41364,0.00,0.25,0.25
41365,0.00,0.20,0.22
41366,0.00,0.20,0.25
41367,0.00,0.25,0.25
41368,0.00,0.20,0.30
41369,0.00,0.20,0.30
41370,0.00,0.20,0.13
41371,0.00,0.20,0.13
41372,0.00,0.20,0.44
41373,0.00,0.20,0.00
41374,0.00,0.20,0.11
41375,0.00,0.20,0.25
41376,0.00,0.20,0.33
41377,0.00,0.40,0.33
41378,0.00,0.20,0.25
41379,0.00,0.20,0.20
41380,0.00,0.20,0.23
41381,0.00,0.20,0.05
41382,0.00,0.20,0.25
41383,0.00,0.20,0.25
41384,0.00,0.20,0.20
41385,0.00,0.20,0.37
41386,0.00,0.20,0.13
41387,0.00,0.20,0.13
41388,0.00,0.20,0.14
41389,0.00,0.20,0.16
41390,0.00,0.20,0.25
41391,0.00,0.20,0.05
41392,0.00,0.20,0.25
41393,0.00,0.20,0.05
41394,0.00,0.60,0.10
41395,0.00,0.60,0.75
41396,0.00,0.60,0.25
41397,0.00,0.75,0.16
41398,0.00,0.20,0.16
41399,0.00,0.20,0.00
41400,0.00,0.20,0.12
41401,0.00,0.20,0.25
41402,0.00,0.20,0.12
41403,0.00,0.20,0.13
41404,0.00,0.20,0.00
41405,0.00,0.20,0.14
41406,0.00,0.20,0.21
41407,0.00,0.20,0.25
41408,0.00,0.33,0.07
41409,0.00,0.20,0.09
41410,0.00,0.20,0.22
41411,0.00,0.25,0.00
41412,0.00,0.20,0.12
41413,0.00,0.20,0.22
41414,0.00,0.25,0.14
41415,0.00,0.20,0.10
41416,0.00,0.20,0.20
41417,0.00,0.20,0.06
41418,0.00,0.20,0.17
41419,0.00,0.20,0.00
41420,0.00,0.20,0.12
41421,0.00,0.20,0.11
41422,0.00,0.20,0.15
41423,0.00,0.20,0.12
41424,0.00,0.40,0.13
41425,0.00,0.20,0.18
41426,0.00,0.20,0.20
41427,0.00,0.20,0.11
41428,0.00,0.20,0.05
41429,0.00,0.20,0.12
41430,0.00,0.20,0.00
41431,0.00,0.20,0.00
41432,0.00,0.20,0.00
41433,0.00,0.20,0.14
41434,0.00,0.20,0.14
41435,0.00,0.20,0.10
41436,0.00,0.20,0.10
41437,0.00,0.20,0.17
41438,0.00,0.20,0.11
41439,0.00,0.20,0.00
41440,0.00,0.20,0.15
41441,0.00,0.60,0.12
41442,0.00,0.60,0.12
41443,0.00,0.60,0.13
41444,0.00,0.75,0.12
41445,0.00,0.20,0.16
41446,0.00,0.20,0.00
41447,0.00,0.20,0.12
41448,0.00,0.20,0.25
41449,0.00,0.20,0.12
41450,0.00,0.20,0.13
41451,0.00,0.20,0.00
41452,0.00,0.20,0.14
41453,0.00,0.20,0.21
41454,0.00,0.20,0.25
41455,0.00,0.33,0.07
41456,0.00,0.20,0.09
41457,0.00,0.20,0.22
41458,0.00,0.25,0.00
41459,0.00,0.20,0.12
41460,0.00,0.20,0.22
41461,0.00,0.25,0.14
41462,0.00,0.20,0.10
41463,0.00,0.20,0.20
41464,0.00,0.20,0.06
41465,0.00,0.20,0.17
41466,0.00,0.20,0.00
41467,0.00,0.20,0.12
41468,0.00,0.20,0.11
41469,0.00,0.20,0.15
41470,0.00,0.20,0.12
41471,0.00,0.40,0.13
41472,0.00,0.20,0.18
41473,0.00,0.20,0.20
41474,0.00,0.20,0.11
41475,0.00,0.20,0.05
41476,0.00,0.20,0.12
41477,0.00,0.20,0.00
41478,0.00,0.20,0.00
41479,0.00,0.20,0.00
41480,0.00,0.20,0.14
41481,0.00,0.20,0.14
41482,0.00,0.20,0.10
41483,0.00,0.20,0.10
41484,0.00,0.20,0.17
41485,0.00,0.20,0.11
41486,0.00,0.20,0.00
41487,0.00,0.20,0.15
41488,0.00,0.60,0.12
41489,0.00,0.60,0.12
41490,0.00,0.60,0.13
41491,0.00,0.75,0.12
41492,0.00,0.20,0.25
41493,0.00,0.20,0.33
41494,0.00,0.20,0.14
41495,0.00,0.20,0.18
41496,0.00,0.20,0.57
41497,0.00,0.20,0.33
41498,0.00,0.20,0.00
41499,0.00,0.20,0.18
41500,0.00,0.20,0.16
41501,0.00,0.20,0.20
41502,0.00,0.33,0.07
41503,0.00,0.20,0.14
41504,0.00,0.20,0.22
41505,0.00,0.25,0.33
41506,0.00,0.20,0.33
41507,0.00,0.20,0.28
41508,0.00,0.25,0.25
41509,0.00,0.20,0.20
41510,0.00,0.20,0.20
41511,0.00,0.20,0.20
41512,0.00,0.20,0.21
41513,0.00,0.20,0.20
41514,0.00,0.20,0.28
41515,0.00,0.20,0.28
41516,0.00,0.20,0.22
41517,0.00,0.20,0.28
41518,0.00,0.40,0.66
41519,0.00,0.20,0.55
41520,0.00,0.20,0.20
41521,0.00,0.20,0.07
41522,0.00,0.20,0.17
41523,0.00,0.20,0.22
41524,0.00,0.20,0.20
41525,0.00,0.20,0.20
41526,0.00,0.20,0.33
41527,0.00,0.20,0.22
41528,0.00,0.20,0.22
41529,0.00,0.20,0.15
41530,0.00,0.20,0.20
41531,0.00,0.20,0.14
41532,0.00,0.20,0.09
41533,0.00,0.20,0.22
41534,0.00,0.20,0.15
41535,0.00,0.60,0.17
41536,0.00,0.60,0.42
41537,0.00,0.60,0.20
41538,0.00,0.75,0.25
41539,0.00,0.20,0.25
41540,0.00,0.20,0.14
41541,0.00,0.20,0.14
41542,0.00,0.20,0.16
41543,0.00,0.20,0.00
41544,0.00,0.20,0.22
41545,0.00,0.20,0.12
41546,0.00,0.20,0.07
41547,0.00,0.20,0.07
41548,0.00,0.20,0.08
41549,0.00,0.33,0.07
41550,0.00,0.20,0.09
41551,0.00,0.20,0.33
41552,0.00,0.25,0.11
41553,0.00,0.20,0.09
41554,0.00,0.20,0.00
41555,0.00,0.25,0.03
41556,0.00,0.20,0.20
41557,0.00,0.20,0.20
41558,0.00,0.20,0.13
41559,0.00,0.20,0.13
41560,0.00,0.20,0.11
41561,0.00,0.20,0.00
41562,0.00,0.20,0.17
41563,0.00,0.20,0.06
41564,0.00,0.20,0.00
41565,0.00,0.40,0.13
41566,0.00,0.20,0.11
41567,0.00,0.20,0.10
41568,0.00,0.20,0.05
41569,0.00,0.20,0.05
41570,0.00,0.20,0.06
41571,0.00,0.20,0.00
41572,0.00,0.20,0.20
41573,0.00,0.20,0.12
41574,0.00,0.20,0.10
41575,0.00,0.20,0.10
41576,0.00,0.20,0.05
41577,0.00,0.20,0.10
41578,0.00,0.20,0.10
41579,0.00,0.20,0.05
41580,0.00,0.20,0.12
41581,0.00,0.20,0.10
41582,0.00,0.60,0.07
41583,0.00,0.80,1.00
41584,0.00,0.60,0.06
41585,0.00,0.75,0.05
41586,0.00,0.20,0.22
41587,0.00,0.20,0.35
41588,0.00,0.20,0.25
41589,0.00,0.20,0.27
41590,0.00,0.20,0.33
41591,0.00,0.20,0.26
41592,0.00,0.20,0.25
41593,0.00,0.20,0.33
41594,0.00,0.20,0.21
41595,0.00,0.20,0.21
41596,0.00,0.33,0.23
41597,0.00,0.20,0.20
41598,0.00,0.20,0.11
41599,0.00,0.25,0.21
41600,0.00,0.20,0.21
41601,0.00,0.20,0.33
41602,0.00,0.25,0.29
41603,0.00,0.20,0.20
41604,0.00,0.20,0.21
41605,0.00,0.20,0.25
41606,0.00,0.20,0.17
41607,0.00,0.20,0.22
41608,0.00,0.20,0.20
41609,0.00,0.20,0.14
41610,0.00,0.20,0.25
41611,0.00,0.20,0.42
41612,0.00,0.40,0.25
41613,0.00,0.20,0.27
41614,0.00,0.20,0.30
41615,0.00,0.20,0.21
41616,0.00,0.20,0.05
41617,0.00,0.20,0.50
41618,0.00,0.20,0.26
41619,0.00,0.20,0.20
41620,0.00,0.20,0.40
41621,0.00,0.20,0.25
41622,0.00,0.20,0.25
41623,0.00,0.20,0.24
41624,0.00,0.20,0.25
41625,0.00,0.20,0.14
41626,0.00,0.20,0.03
41627,0.00,0.20,0.16
41628,0.00,0.20,0.16
41629,0.00,0.60,0.33
41630,0.00,0.60,0.21
41631,0.00,0.60,0.23
41632,0.00,0.75,0.25
41633,0.00,0.25,0.25
41634,0.00,0.25,0.33
41635,0.00,0.25,0.14
41636,0.00,0.25,0.08
41637,0.00,0.25,0.25
41638,0.00,0.25,0.27
41639,0.00,0.25,0.00
41640,0.00,0.25,0.26
41641,0.00,0.25,0.16
41642,0.00,0.25,0.25
41643,0.00,0.33,0.30
41644,0.00,0.25,0.12
41645,0.00,0.25,0.00
41646,0.00,0.25,0.25
41647,0.00,0.25,0.16
41648,0.00,0.25,0.33
41649,0.00,0.25,0.22
41650,0.00,0.25,0.00
41651,0.00,0.25,0.10
41652,0.00,0.25,0.13
41653,0.00,0.25,0.13
41654,0.00,0.25,0.25
41655,0.00,0.25,0.16
41656,0.00,0.25,0.11
41657,0.00,0.25,0.16
41658,0.00,0.25,0.25
41659,0.00,0.50,0.13
41660,0.00,0.25,0.25
41661,0.00,0.25,0.25
41662,0.00,0.25,0.17
41663,0.00,0.25,0.05
41664,0.00,0.25,0.20
41665,0.00,0.25,0.25
41666,0.00,0.25,0.16
41667,0.00,0.25,0.25
41668,0.00,0.25,0.17
41669,0.00,0.25,0.17
41670,0.00,0.25,0.17
41671,0.00,0.25,0.20
41672,0.00,0.25,0.13
41673,0.00,0.25,0.07
41674,0.00,0.25,0.16
41675,0.00,0.25,0.10
41676,0.00,0.75,0.13
41677,0.00,0.75,0.25
41678,0.00,0.75,0.21
41679,0.00,0.75,0.35
41680,0.00,0.20,0.25
41681,0.00,0.20,0.37
41682,0.00,0.20,0.25
41683,0.00,0.20,0.33
41684,0.00,0.20,0.50
41685,0.00,0.20,0.30
41686,0.00,0.20,0.00
41687,0.00,0.20,0.17
41688,0.00,0.20,0.27
41689,0.00,0.20,0.12
41690,0.00,0.33,0.15
41691,0.00,0.20,0.33
41692,0.00,0.20,0.00
41693,0.00,0.25,0.40
41694,0.00,0.20,0.22
41695,0.00,0.20,0.44
41696,0.00,0.25,0.19
41697,0.00,0.20,0.00
41698,0.00,0.20,0.10
41699,0.00,0.20,0.25
41700,0.00,0.20,0.13
41701,0.00,0.20,0.25
41702,0.00,0.20,0.00
41703,0.00,0.20,0.17
41704,0.00,0.20,0.16
41705,0.00,0.20,0.44
41706,0.00,0.40,0.20
41707,0.00,0.20,0.25
41708,0.00,0.20,0.10
41709,0.00,0.20,0.15
41710,0.00,0.20,0.11
41711,0.00,0.20,0.33
41712,0.00,0.20,0.50
41713,0.00,0.20,0.00
41714,0.00,0.20,0.33
41715,0.00,0.20,0.14
41716,0.00,0.20,0.14
41717,0.00,0.20,0.15
41718,0.00,0.20,0.15
41719,0.00,0.20,0.20
41720,0.00,0.20,0.09
41721,0.00,0.20,0.33
41722,0.00,0.20,0.15
41723,0.00,0.60,0.20
41724,0.00,0.60,0.00
41725,0.00,0.60,0.26
41726,0.00,0.75,0.25
41727,0.00,0.20,0.20
41728,0.00,0.20,0.33
41729,0.00,0.20,0.37
41730,0.00,0.20,0.33
41731,0.00,0.20,0.33
41732,0.00,0.20,0.22
41733,0.00,0.20,0.12
41734,0.00,0.20,0.25
41735,0.00,0.20,0.23
41736,0.00,0.20,0.30
41737,0.00,0.33,0.15
41738,0.00,0.20,0.16
41739,0.00,0.20,0.22
41740,0.00,0.25,0.28
41741,0.00,0.20,0.22
41742,0.00,0.20,0.33
41743,0.00,0.25,0.25
41744,0.00,0.20,0.20
41745,0.00,0.20,0.20
41746,0.00,0.20,0.16
41747,0.00,0.20,0.21
41748,0.00,0.20,0.33
41749,0.00,0.20,0.16
41750,0.00,0.20,0.50
41751,0.00,0.20,0.25
41752,0.00,0.20,0.25
41753,0.00,0.40,0.13
41754,0.00,0.20,0.30
41755,0.00,0.20,0.20
41756,0.00,0.20,0.23
41757,0.00,0.20,0.11
41758,0.00,0.20,0.16
41759,0.00,0.20,0.37
41760,0.00,0.20,0.16
41761,0.00,0.20,0.50
41762,0.00,0.20,0.18
41763,0.00,0.20,0.18
41764,0.00,0.20,0.15
41765,0.00,0.20,0.16
41766,0.00,0.20,0.16
41767,0.00,0.20,0.09
41768,0.00,0.20,0.11
41769,0.00,0.20,0.21
41770,0.00,0.60,0.16
41771,0.00,0.60,0.40
41772,0.00,0.60,0.16
41773,0.00,0.75,0.25
41774,0.00,0.20,0.33
41775,0.00,0.20,0.36
41776,0.00,0.20,0.27
41777,0.00,0.20,0.22
41778,0.00,0.20,0.36
41779,0.00,0.20,0.25
41780,0.00,0.20,0.22
41781,0.00,0.20,0.40
41782,0.00,0.20,0.21
41783,0.00,0.20,0.27
41784,0.00,0.33,0.15
41785,0.00,0.20,0.27
41786,0.00,0.20,0.11
41787,0.00,0.25,0.27
41788,0.00,0.20,0.28
41789,0.00,0.20,0.36
41790,0.00,0.25,0.36
41791,0.00,0.20,0.20
41792,0.00,0.20,0.18
41793,0.00,0.20,0.13
41794,0.00,0.20,0.26
41795,0.00,0.20,0.22
41796,0.00,0.20,0.25
41797,0.00,0.20,0.22
41798,0.00,0.20,0.34
41799,0.00,0.20,0.36
41800,0.00,0.40,0.13
41801,0.00,0.20,0.35
41802,0.00,0.20,0.18
41803,0.00,0.20,0.30
41804,0.00,0.20,0.11
41805,0.00,0.20,0.30
41806,0.00,0.20,0.35
41807,0.00,0.20,0.09
41808,0.00,0.20,0.36
41809,0.00,0.20,0.31
41810,0.00,0.20,0.31
41811,0.00,0.20,0.30
41812,0.00,0.20,0.25
41813,0.00,0.20,0.20
41814,0.00,0.20,0.13
41815,0.00,0.20,0.18
41816,0.00,0.20,0.31
41817,0.83,0.80,1.00
41818,0.00,0.60,0.27
41819,0.00,0.60,0.33
41820,0.00,0.75,0.30
41821,0.00,0.20,0.33
41822,0.00,0.20,0.36
41823,0.00,0.20,0.27
41824,0.00,0.20,0.22
41825,0.00,0.20,0.36
41826,0.00,0.20,0.25
41827,0.00,0.20,0.22
41828,0.00,0.20,0.40
41829,0.00,0.20,0.21
41830,0.00,0.20,0.27
41831,0.00,0.33,0.15
41832,0.00,0.20,0.27
41833,0.00,0.20,0.11
41834,0.00,0.25,0.27
41835,0.00,0.20,0.28
41836,0.00,0.20,0.36
41837,0.00,0.25,0.36
41838,0.00,0.20,0.20
41839,0.00,0.20,0.18
41840,0.00,0.20,0.13
41841,0.00,0.20,0.26
41842,0.00,0.20,0.22
41843,0.00,0.20,0.25
41844,0.00,0.20,0.22
41845,0.00,0.20,0.34
41846,0.00,0.20,0.36
41847,0.00,0.40,0.13
41848,0.00,0.20,0.35
41849,0.00,0.20,0.18
41850,0.00,0.20,0.30
41851,0.00,0.20,0.11
41852,0.00,0.20,0.30
41853,0.00,0.20,0.35
41854,0.00,0.20,0.09
41855,0.00,0.20,0.36
41856,0.00,0.20,0.31
41857,0.00,0.20,0.31
41858,0.00,0.20,0.30
41859,0.00,0.20,0.25
41860,0.00,0.20,0.20
41861,0.00,0.20,0.13
41862,0.00,0.20,0.18
41863,0.00,0.20,0.31
41864,0.83,0.80,1.00
41865,0.00,0.60,0.27
41866,0.00,0.60,0.33
41867,0.00,0.75,0.30
41868,0.00,0.33,0.36
41869,0.00,0.33,0.23
41870,0.00,0.33,0.20
41871,0.00,0.33,0.33
41872,0.00,0.33,0.36
41873,0.00,0.33,0.27
41874,0.00,0.33,0.12
41875,0.00,0.33,0.36
41876,0.00,0.33,0.31
41877,0.00,0.33,0.23
41878,0.00,0.33,0.23
41879,0.00,0.33,0.21
41880,0.00,0.33,0.15
41881,0.00,0.33,0.44
41882,0.00,0.33,0.33
41883,0.00,0.33,0.37
41884,0.00,0.33,0.36
41885,0.00,0.33,0.12
41886,0.00,0.33,0.27
41887,0.00,0.33,0.26
41888,0.00,0.33,0.30
41889,0.00,0.33,0.36
41890,0.00,0.33,0.27
41891,0.00,0.33,0.40
41892,0.00,0.33,0.33
41893,0.00,0.33,0.33
41894,0.00,0.66,0.60
41895,0.00,0.33,0.44
41896,0.00,0.33,0.18
41897,0.00,0.33,0.27
41898,0.00,0.33,0.23
41899,0.00,0.33,0.31
41900,0.00,0.33,0.26
41901,0.00,0.33,0.20
41902,0.00,0.33,0.38
41903,0.00,0.33,0.36
41904,0.00,0.33,0.36
41905,0.00,0.33,0.25
41906,0.00,0.33,0.35
41907,0.00,0.33,0.40
41908,0.00,0.33,0.21
41909,0.00,0.33,0.22
41910,0.00,0.33,0.40
41911,0.00,1.00,0.27
41912,0.00,1.00,0.33
41913,0.00,1.00,0.38
41914,0.00,1.00,0.30
41915,0.00,0.16,0.37
41916,0.00,0.20,0.23
41917,0.00,0.16,0.14
41918,0.00,0.16,0.54
41919,0.00,0.16,0.28
41920,0.00,0.20,0.20
41921,0.00,0.16,0.00
41922,0.00,0.20,0.29
41923,0.00,0.20,0.28
41924,0.00,0.20,0.40
41925,0.00,0.33,0.07
41926,0.00,0.16,0.37
41927,0.00,0.20,0.22
41928,0.00,0.25,0.23
41929,0.00,0.20,0.26
41930,0.00,0.16,0.22
41931,0.00,0.25,0.30
41932,0.00,0.20,0.10
41933,0.00,0.20,0.20
41934,0.00,0.16,0.14
41935,0.00,0.20,0.26
41936,0.00,0.20,0.22
41937,0.00,0.16,0.11
41938,0.00,0.16,0.12
41939,0.00,0.16,0.20
41940,0.00,0.16,0.25
41941,0.00,0.40,0.20
41942,0.00,0.20,0.33
41943,0.00,0.20,0.30
41944,0.00,0.16,0.30
41945,0.00,0.20,0.05
41946,0.00,0.16,0.37
41947,0.00,0.20,0.40
41948,0.00,0.20,0.12
41949,0.00,0.20,0.33
41950,0.00,0.20,0.22
41951,0.00,0.20,0.22
41952,0.00,0.20,0.25
41953,0.00,0.20,0.22
41954,0.00,0.20,0.20
41955,0.00,0.16,0.09
41956,0.00,0.20,0.25
41957,0.00,0.20,0.15
41958,0.00,0.50,0.15
41959,0.00,0.60,0.28
41960,0.00,0.50,0.33
41961,0.00,0.75,0.22
41962,0.00,0.20,0.33
41963,0.00,0.20,0.28
41964,0.00,0.20,0.14
41965,0.00,0.20,0.50
41966,0.00,0.20,0.16
41967,0.00,0.20,0.20
41968,0.00,0.20,0.25
41969,0.00,0.20,0.21
41970,0.00,0.20,0.15
41971,0.00,0.20,0.20
41972,0.00,0.33,0.07
41973,0.00,0.20,0.09
41974,0.00,0.20,0.11
41975,0.00,0.25,0.33
41976,0.00,0.20,0.16
41977,0.00,0.20,0.33
41978,0.00,0.25,0.25
41979,0.00,0.20,0.10
41980,0.00,0.20,0.20
41981,0.00,0.20,0.20
41982,0.00,0.20,0.13
41983,0.00,0.20,0.25
41984,0.00,0.20,0.16
41985,0.00,0.20,0.16
41986,0.00,0.20,0.33
41987,0.00,0.20,0.28
41988,0.00,0.40,0.20
41989,0.00,0.20,0.20
41990,0.00,0.20,0.10
41991,0.00,0.20,0.15
41992,0.00,0.20,0.05
41993,0.00,0.20,0.33
41994,0.00,0.20,0.37
41995,0.00,0.20,0.00
41996,0.00,0.20,0.22
41997,0.00,0.20,0.18
41998,0.00,0.20,0.18
41999,0.00,0.20,0.16
42000,0.00,0.20,0.14
42001,0.00,0.20,0.13
42002,0.00,0.20,0.05
42003,0.00,0.20,0.20
42004,0.00,0.20,0.15
42005,0.00,0.60,0.20
42006,0.00,0.60,0.20
42007,0.00,0.60,0.20
42008,0.00,0.75,0.23
42009,0.00,0.16,0.37
42010,0.00,0.20,0.25
42011,0.00,0.16,0.37
42012,0.00,0.16,0.25
42013,0.00,0.16,0.31
42014,0.00,0.20,0.27
42015,0.00,0.16,0.12
42016,0.00,0.20,0.31
42017,0.00,0.20,0.31
42018,0.00,0.20,0.18
42019,0.00,0.33,0.12
42020,0.00,0.16,0.16
42021,0.00,0.20,0.22
42022,0.00,0.25,0.37
42023,0.00,0.20,0.24
42024,0.00,0.16,0.31
42025,0.00,0.25,0.28
42026,0.00,0.20,0.10
42027,0.00,0.20,0.12
42028,0.00,0.16,0.06
42029,0.00,0.20,0.26
42030,0.00,0.20,0.22
42031,0.00,0.16,0.25
42032,0.00,0.16,0.17
42033,0.00,0.16,0.25
42034,0.00,0.16,0.27
42035,0.00,0.40,0.06
42036,0.00,0.20,0.26
42037,0.00,0.20,0.20
42038,0.00,0.16,0.23
42039,0.00,0.20,0.00
42040,0.00,0.16,0.25
42041,0.00,0.20,0.25
42042,0.00,0.20,0.06
42043,0.00,0.20,0.18
42044,0.00,0.20,0.28
42045,0.00,0.20,0.28
42046,0.00,0.20,0.29
42047,0.00,0.20,0.20
42048,0.00,0.20,0.20
42049,0.00,0.16,0.07
